age,booking_lead_time,trip_length,cabin_type,group_size,loyalty_status,paid_in_full,prior_cruises,customer_income,email_engagement_score,phone_verified,has_insurance,on_mailing_list,website_visits_last_month,survey_participation,preferred_contact_method,travel_history_score,referral_source,gift_certificate_used,canceled
53,152,5,Balcony,4,Silver,0,0,91587.57,0.31,1,0,1,5,Yes,Text,43.49,Friend,0,1
42,19,7,Oceanview,3,None,1,0,76594.24,0.32,1,0,1,1,Yes,Text,53.53,Friend,1,1
38,100,7,Balcony,2,None,1,2,58684.21,0.28,1,0,1,1,No,Phone,34.36,Social Media,0,0
78,60,10,Interior,2,Gold,0,0,106217.48,0.54,1,0,0,2,Yes,Email,66.31,Friend,0,1
74,167,5,Oceanview,2,None,1,0,100535.12,0.72,1,1,1,3,Yes,Email,59.39,Social Media,0,1
53,202,7,Oceanview,4,None,0,1,109965.32,0.48,1,1,1,5,No,Text,53.35,Ad,0,0
27,345,7,Interior,7,None,1,1,80400.93,0.57,1,0,1,3,No,Email,43.96,Social Media,0,1
54,146,10,Interior,3,Silver,0,1,32173.38,0.58,1,0,0,4,No,Text,74.58,Friend,0,0
26,164,10,Interior,5,None,1,1,85322.64,0.61,0,0,1,4,Yes,Email,41.78,Friend,0,0
41,242,7,Suite,1,None,1,3,49846.07,0.35,1,0,1,0,Yes,Phone,37.25,Social Media,0,0
52,69,10,Interior,4,Gold,1,1,24192.27,0.74,1,0,0,0,No,Phone,45.36,Social Media,0,0
66,175,5,Interior,7,Silver,1,0,76758.59,0.45,1,0,1,5,No,Phone,62.4,Social Media,0,0
52,49,7,Oceanview,3,None,1,3,88052.88,0.54,1,1,1,4,No,Text,71.5,Social Media,0,0
65,108,5,Balcony,4,Silver,1,1,132948.33,0.48,1,0,0,4,Yes,Text,65.91,Search Engine,0,0
53,226,7,Interior,3,None,0,1,48831.86,0.43,1,0,0,5,Yes,Phone,30.36,Search Engine,0,1
35,161,10,Suite,2,None,0,2,105311.59,0.64,1,0,0,1,Partial,Phone,49.12,Ad,0,0
66,119,10,Balcony,2,Silver,0,2,37032.48,0.6,1,1,1,4,Partial,Email,42.78,Search Engine,0,0
56,149,3,Oceanview,3,None,0,2,123103.35,0.17,1,0,1,3,No,Phone,55.96,Friend,0,1
49,150,7,Balcony,6,None,0,0,63980.63,0.56,1,0,1,4,Partial,Phone,45.62,Search Engine,0,0
41,293,7,Interior,3,Silver,0,0,74955.06,0.81,0,0,0,3,No,Phone,61.63,Search Engine,0,0
40,143,3,Oceanview,2,Platinum,0,2,75339.43,0.53,1,0,1,4,Partial,Text,43.17,Friend,0,1
79,160,5,Balcony,3,Silver,1,0,107768.77,0.42,0,0,1,6,No,Text,37.34,Search Engine,0,0
49,11,5,Interior,2,None,0,1,41485.8,0.44,1,1,1,2,No,Phone,69.62,Social Media,0,0
54,138,5,Interior,3,None,0,1,79677.84,0.42,1,1,0,3,No,Email,49.52,Search Engine,0,1
29,78,5,Oceanview,2,None,0,3,65760.57,0.33,1,1,1,6,Yes,Email,63.27,Search Engine,0,1
66,77,5,Interior,1,None,1,1,150941.44,0.47,1,1,1,6,Yes,Phone,32.72,Search Engine,0,0
72,254,5,Suite,3,None,1,0,52450.65,0.47,0,1,1,3,No,Text,35.7,Social Media,0,0
30,258,10,Interior,3,Silver,0,3,7538.08,0.59,1,1,0,6,Yes,Phone,30.98,Social Media,0,1
40,320,7,Balcony,3,None,0,1,135837.86,0.42,1,0,0,7,No,Email,38.39,Ad,1,0
42,291,14,Oceanview,1,None,1,0,99740.17,0.8,0,0,1,1,No,Text,39.84,Ad,0,0
52,263,7,Balcony,3,Silver,1,2,61378.75,0.36,0,0,1,1,Yes,Text,38.54,Social Media,0,0
58,85,10,Oceanview,3,None,1,1,84033.69,0.52,1,0,1,3,No,Text,49.41,Friend,0,0
47,146,10,Oceanview,3,Platinum,1,0,60970.18,0.39,1,0,1,6,Yes,Phone,35.01,Ad,0,0
34,323,7,Balcony,1,None,1,1,26290.07,0.42,1,1,1,5,Yes,Phone,38.64,Search Engine,0,0
66,42,7,Oceanview,2,Gold,1,3,80071.76,0.46,1,0,1,3,No,Phone,53.26,Search Engine,0,0
79,125,10,Oceanview,4,Gold,0,1,79856.94,0.53,0,1,0,1,No,Email,79.42,Search Engine,0,0
37,167,5,Oceanview,2,Gold,1,3,95180.41,0.62,1,1,1,2,Yes,Text,57.15,Friend,0,0
65,241,5,Balcony,1,None,1,0,55810.14,0.43,1,0,0,2,Yes,Text,55.75,Ad,0,0
42,280,7,Oceanview,3,Platinum,0,0,61758.19,0.28,0,0,0,4,No,Email,45.99,Social Media,0,0
39,188,7,Suite,3,None,1,2,73703.01,0.71,1,0,1,3,Yes,Email,20.29,Social Media,0,0
30,302,3,Interior,2,None,1,0,55574.59,0.35,0,0,1,1,Partial,Text,47.01,Friend,0,1
76,19,14,Oceanview,3,None,1,2,119102.89,0.46,1,0,0,4,Partial,Text,34.66,Social Media,0,0
36,68,7,Balcony,2,None,1,1,110473.68,0.51,1,1,0,1,Yes,Email,65.34,Friend,1,0
66,218,7,Balcony,3,None,0,1,69523.45,0.48,1,0,1,1,Partial,Phone,73.58,Social Media,0,0
53,102,14,Balcony,1,None,0,2,101037.51,0.29,1,1,1,3,No,Phone,36.36,Social Media,0,1
29,42,7,Suite,3,None,1,1,47851.39,0.63,1,1,0,7,No,Phone,49.68,Friend,0,0
78,288,14,Oceanview,3,Silver,1,2,71159.44,0.08,1,0,1,5,Yes,Email,29.59,Social Media,0,0
58,167,7,Interior,3,None,1,0,128907.34,0.65,1,1,1,3,Yes,Text,62.42,Ad,0,0
36,109,3,Interior,3,Silver,0,1,104376.23,0.67,1,0,0,2,Partial,Email,68.73,Social Media,0,1
29,36,10,Balcony,3,Platinum,0,1,93672.47,0.64,1,1,0,3,No,Phone,58.54,Search Engine,0,0
26,232,7,Balcony,3,None,1,3,74243.57,0.45,1,0,0,4,No,Phone,54.79,Friend,0,0
24,229,10,Interior,2,Silver,1,0,83741.87,0.52,1,1,1,1,Yes,Phone,49.34,Social Media,0,1
45,353,14,Interior,4,Platinum,0,1,40948.36,0.4,1,0,1,4,Partial,Email,57.42,Ad,0,1
31,164,10,Interior,4,None,0,2,75298.38,0.51,1,1,0,3,No,Email,45.9,Social Media,1,1
48,73,7,Balcony,2,None,1,1,96280.93,0.59,1,0,0,4,No,Phone,44.41,Social Media,0,0
69,136,10,Oceanview,1,Gold,0,0,84207.36,0.34,1,0,1,4,Yes,Phone,68.82,Search Engine,0,0
36,353,7,Oceanview,1,Platinum,1,3,84207.56,0.48,1,0,0,4,Partial,Text,61.73,Ad,0,0
75,70,7,Oceanview,2,Silver,1,1,65368.1,0.43,1,1,1,4,No,Email,41.44,Social Media,0,0
64,196,10,Balcony,3,None,1,2,57767.57,0.68,1,1,1,3,Yes,Text,77.07,Social Media,0,1
33,269,5,Balcony,3,Platinum,1,3,55023.24,0.36,1,1,1,2,No,Phone,39.56,Search Engine,0,0
70,49,10,Balcony,5,None,1,0,77443.6,0.59,1,1,0,3,No,Phone,79.0,Friend,0,0
22,316,10,Interior,1,None,1,0,107027.31,0.49,1,0,0,3,No,Phone,30.5,Friend,0,1
52,130,10,Oceanview,2,None,1,0,59243.99,0.48,1,0,0,2,No,Text,47.82,Friend,0,0
29,5,7,Balcony,6,None,1,4,86222.83,0.6,1,0,1,1,No,Email,56.83,Search Engine,0,1
42,27,10,Suite,5,Gold,1,3,85464.38,0.44,1,1,0,3,No,Email,55.22,Friend,0,0
69,160,7,Interior,1,Gold,1,2,112903.9,0.52,1,1,1,6,No,Text,52.75,Ad,0,0
76,149,10,Interior,3,Silver,0,0,85401.46,0.67,1,0,1,2,No,Email,69.1,Friend,0,0
38,264,5,Interior,3,None,1,2,40364.52,0.38,1,1,1,3,No,Text,56.64,Friend,0,0
53,230,3,Oceanview,6,Silver,1,1,148746.32,0.54,1,1,1,4,Yes,Text,57.72,Social Media,0,0
70,200,5,Balcony,1,Silver,0,2,114150.72,0.63,0,0,1,2,Partial,Email,40.91,Ad,0,1
40,50,7,Interior,1,None,1,1,99495.73,0.57,1,1,1,0,No,Email,62.29,Search Engine,1,0
33,67,7,Oceanview,3,Platinum,1,2,67735.1,0.69,0,0,1,3,No,Text,43.37,Ad,0,0
74,300,10,Oceanview,2,Gold,1,2,75432.1,0.48,1,1,1,1,Yes,Email,67.1,Friend,0,0
56,58,7,Interior,4,Silver,0,1,42328.36,0.6,1,0,1,3,No,Email,71.63,Social Media,0,0
62,259,7,Oceanview,1,None,0,0,74988.0,0.67,1,0,1,2,No,Text,51.18,Search Engine,0,1
70,342,3,Interior,4,Silver,1,3,90270.89,0.25,1,0,1,4,Yes,Phone,57.86,Ad,0,0
59,326,7,Oceanview,2,Platinum,1,3,84243.7,0.44,1,0,0,5,Partial,Text,54.26,Ad,0,0
75,130,7,Balcony,4,None,1,3,137576.7,0.56,1,0,1,4,Yes,Email,48.94,Friend,1,0
56,215,3,Oceanview,1,Gold,0,1,105129.6,0.64,1,1,1,5,No,Phone,46.7,Friend,1,0
31,172,5,Interior,2,None,1,3,114208.08,0.54,0,0,0,4,No,Email,33.0,Search Engine,0,0
48,258,5,Suite,2,Silver,0,4,101204.97,0.71,1,1,0,3,Partial,Text,40.08,Friend,0,0
75,102,3,Balcony,2,Silver,1,0,89879.17,0.42,1,0,0,0,Yes,Text,51.45,Social Media,0,0
22,209,7,Balcony,2,Silver,1,2,98644.4,0.31,0,1,1,2,No,Text,71.49,Search Engine,0,0
52,291,5,Interior,4,Gold,0,1,25476.25,0.62,0,0,1,5,No,Phone,55.14,Friend,0,0
40,354,10,Interior,6,None,0,4,77188.92,0.48,1,0,1,6,Yes,Email,67.07,Search Engine,0,0
46,286,10,Interior,4,None,1,2,43066.92,0.37,0,0,0,2,Partial,Phone,23.86,Ad,0,1
60,116,7,Interior,3,Silver,1,0,49601.56,0.76,1,0,1,4,No,Text,70.44,Search Engine,1,0
28,264,14,Oceanview,2,None,1,3,120808.68,0.61,1,0,1,3,No,Email,59.86,Ad,0,0
35,150,7,Suite,2,None,1,0,52703.74,0.6,1,1,0,3,Partial,Text,65.59,Search Engine,0,0
64,300,7,Oceanview,5,None,1,1,45290.3,0.74,1,0,0,3,No,Email,20.85,Friend,0,1
29,36,14,Interior,3,None,1,3,96687.39,0.44,1,0,0,3,No,Phone,44.09,Ad,1,0
26,333,5,Oceanview,4,Silver,1,0,82939.62,0.71,1,1,1,5,No,Phone,34.27,Search Engine,0,0
27,287,14,Interior,2,Silver,1,3,98387.93,0.56,1,0,1,1,No,Phone,60.66,Social Media,1,0
75,303,3,Balcony,2,None,1,2,137677.16,0.41,1,1,1,4,No,Phone,57.65,Friend,1,0
61,311,7,Oceanview,3,None,1,1,102182.76,0.5,1,1,1,1,No,Email,64.02,Search Engine,0,1
34,208,3,Balcony,2,None,1,2,38481.7,0.53,1,1,0,3,No,Email,44.31,Search Engine,0,1
78,106,10,Suite,3,None,0,3,112986.91,0.67,1,0,1,1,No,Phone,62.31,Ad,0,1
55,158,7,Interior,6,None,1,0,78402.28,0.3,1,0,1,2,Partial,Phone,50.05,Ad,1,0
24,121,10,Oceanview,2,None,1,3,90038.36,0.24,1,0,1,1,No,Email,67.6,Friend,1,1
63,55,5,Suite,4,Silver,1,4,35397.68,0.38,1,0,1,3,Yes,Text,60.33,Ad,0,1
30,12,5,Balcony,2,Silver,1,1,100097.54,0.49,0,0,1,2,No,Phone,39.11,Search Engine,0,1
57,145,3,Oceanview,4,None,1,0,45955.76,0.61,1,1,0,1,No,Email,54.33,Search Engine,0,1
59,136,5,Suite,4,Silver,1,1,101027.48,0.43,1,0,0,2,Yes,Phone,29.23,Ad,0,0
26,3,14,Interior,4,Platinum,1,2,63314.06,0.56,0,0,1,2,Partial,Email,67.91,Friend,0,0
67,144,5,Suite,4,None,0,3,106664.93,0.74,1,0,1,6,Yes,Phone,59.97,Social Media,0,0
44,30,10,Interior,4,None,0,2,46148.35,0.25,1,0,0,4,No,Phone,60.56,Search Engine,0,0
75,237,10,Oceanview,5,Silver,1,2,38176.95,0.48,1,0,0,1,Partial,Text,63.78,Search Engine,0,0
19,279,5,Balcony,1,None,1,2,68758.35,0.86,1,1,1,1,No,Text,53.32,Ad,0,0
22,348,7,Interior,4,Silver,1,0,92989.59,0.39,1,0,1,2,No,Text,28.11,Social Media,0,0
46,115,3,Oceanview,3,Gold,1,0,50645.27,0.38,1,1,0,5,Partial,Text,64.47,Search Engine,0,0
54,104,3,Oceanview,1,None,1,1,91114.92,0.58,1,1,1,1,No,Phone,38.96,Social Media,0,0
55,118,3,Suite,6,Silver,1,0,111232.19,0.42,1,1,1,3,Partial,Phone,37.7,Social Media,1,0
36,5,7,Balcony,4,Silver,1,2,45291.82,0.66,1,0,0,6,No,Text,61.28,Search Engine,0,0
25,360,7,Balcony,3,None,0,2,91161.22,0.87,1,0,1,3,No,Text,42.15,Social Media,0,1
65,248,7,Oceanview,2,None,1,4,101193.52,0.51,1,0,0,7,No,Phone,52.51,Social Media,0,1
62,364,7,Balcony,4,Gold,1,3,79213.63,0.91,1,1,1,1,Yes,Email,60.9,Ad,0,0
18,321,5,Oceanview,1,Platinum,0,4,82525.49,0.43,1,1,1,7,Partial,Text,60.45,Ad,1,0
39,121,7,Oceanview,1,Gold,1,0,42733.13,0.47,1,1,0,6,Partial,Email,66.52,Social Media,0,0
69,286,10,Balcony,2,Platinum,1,1,98123.68,0.36,1,0,1,2,No,Phone,41.75,Friend,0,0
34,149,3,Oceanview,2,None,1,3,86836.39,0.43,1,0,0,2,Yes,Email,45.44,Social Media,0,0
24,84,5,Interior,3,None,1,2,89519.99,0.46,1,0,1,1,Yes,Text,55.27,Search Engine,0,0
42,231,10,Interior,4,None,1,0,146940.24,0.56,1,0,1,2,Yes,Text,30.72,Friend,0,0
62,288,5,Interior,3,None,1,1,78800.03,0.31,0,0,1,2,No,Text,37.97,Ad,0,0
21,161,7,Balcony,4,Gold,1,1,94679.62,0.42,0,0,0,2,No,Text,36.69,Friend,0,0
53,272,5,Oceanview,4,Platinum,1,0,123643.36,0.43,1,1,1,0,Partial,Text,18.5,Ad,1,0
23,38,5,Balcony,4,Gold,0,2,83551.18,0.63,0,1,1,3,Partial,Phone,41.92,Friend,0,0
77,226,5,Oceanview,4,Silver,1,2,63502.68,0.52,1,1,1,3,No,Email,50.17,Social Media,0,0
48,142,5,Interior,5,None,1,0,96951.35,0.52,0,1,1,3,No,Phone,52.41,Ad,0,0
36,292,7,Oceanview,4,None,0,0,64449.78,0.51,1,1,1,4,No,Phone,43.09,Search Engine,0,1
78,151,7,Balcony,3,None,1,1,120980.21,0.24,1,0,0,4,Yes,Phone,37.11,Friend,0,0
61,114,10,Balcony,1,Silver,1,0,100441.58,0.74,1,0,0,5,Partial,Email,48.2,Social Media,0,0
71,237,10,Suite,5,None,1,1,59168.16,0.36,0,1,1,2,Yes,Email,42.37,Friend,0,0
56,66,7,Balcony,6,Platinum,1,2,47584.66,0.63,1,0,1,2,Partial,Phone,14.59,Friend,0,1
44,361,10,Oceanview,5,Gold,1,1,89690.46,0.47,1,0,0,2,No,Email,37.03,Search Engine,0,0
27,341,5,Balcony,2,None,1,2,92664.95,0.41,0,0,1,3,No,Phone,54.61,Friend,0,0
43,258,7,Suite,1,None,0,2,47657.51,0.66,1,0,0,3,Partial,Phone,49.85,Search Engine,0,1
36,249,10,Balcony,3,Silver,1,1,108572.32,0.32,1,0,1,1,No,Text,52.86,Ad,0,0
56,331,5,Interior,5,None,1,1,104957.52,0.33,1,0,1,1,Partial,Email,59.23,Search Engine,0,0
79,323,7,Oceanview,2,Gold,1,2,95246.88,0.52,0,0,0,8,No,Text,54.09,Search Engine,0,0
20,180,5,Balcony,1,Silver,1,1,107734.24,0.53,0,0,1,4,Partial,Phone,51.31,Ad,0,0
62,190,7,Balcony,2,None,1,2,55308.59,0.62,0,1,1,0,No,Phone,43.93,Search Engine,0,0
30,154,10,Interior,5,None,1,2,57056.94,0.61,1,1,1,5,No,Phone,39.75,Social Media,0,1
67,196,10,Balcony,3,None,1,1,77208.13,0.49,1,1,0,2,No,Text,50.94,Friend,0,0
45,311,10,Suite,1,Gold,1,2,65966.72,0.52,1,1,1,0,No,Text,34.64,Search Engine,0,0
79,262,10,Interior,4,None,0,1,100064.81,0.48,1,0,0,2,Partial,Phone,60.62,Friend,0,1
75,143,7,Balcony,3,Gold,0,3,109165.49,0.71,1,1,0,6,Partial,Text,35.71,Search Engine,0,1
37,342,7,Interior,7,Silver,1,1,63895.38,0.35,1,0,0,3,No,Phone,71.0,Ad,0,0
45,316,3,Interior,3,Silver,0,0,58965.88,0.5,1,1,0,0,Partial,Phone,49.17,Ad,0,1
25,101,7,Interior,3,None,1,3,110643.94,0.62,0,0,0,0,No,Text,67.11,Friend,0,0
78,244,7,Interior,5,Silver,0,1,55540.31,0.67,1,1,0,1,Yes,Email,33.9,Friend,0,1
58,12,14,Balcony,4,Silver,1,2,76433.29,0.4,1,0,1,1,No,Phone,74.69,Friend,0,0
56,239,7,Interior,2,Silver,1,2,54703.58,0.35,1,0,0,3,No,Phone,33.74,Ad,0,1
18,49,7,Interior,3,Gold,0,2,67244.24,0.31,1,1,1,7,Yes,Text,49.19,Friend,0,0
20,42,7,Interior,3,Silver,1,1,39808.59,0.45,1,1,1,6,No,Text,30.44,Search Engine,0,0
30,166,7,Interior,4,Gold,0,3,123465.25,0.54,1,0,0,3,No,Text,50.32,Search Engine,0,0
45,82,10,Interior,3,None,1,0,115369.27,0.43,0,1,1,2,Yes,Phone,47.9,Friend,0,0
79,291,5,Balcony,2,Gold,1,1,60788.89,0.6,1,0,0,3,No,Email,15.69,Ad,0,0
74,158,7,Interior,1,None,1,1,98891.79,0.49,1,1,0,3,Yes,Email,52.17,Search Engine,0,1
77,216,10,Balcony,3,Gold,0,3,41928.46,0.59,1,0,1,4,No,Email,57.8,Ad,0,0
66,158,7,Balcony,3,Platinum,1,1,103652.74,0.52,1,1,1,3,Partial,Phone,37.12,Ad,1,0
42,134,5,Interior,2,None,1,1,58479.25,0.25,1,0,1,2,Yes,Text,45.74,Ad,0,1
73,67,7,Balcony,2,Silver,0,3,121527.29,0.33,0,1,0,3,No,Email,46.67,Friend,0,0
50,336,10,Interior,1,Silver,0,2,100328.84,0.67,1,0,0,4,No,Email,74.8,Ad,0,0
55,7,3,Interior,5,None,0,3,74033.51,0.36,0,0,1,4,Partial,Email,52.98,Ad,0,1
70,14,10,Interior,2,None,1,1,72754.1,0.63,1,0,0,2,No,Phone,41.8,Friend,0,0
23,73,10,Oceanview,1,None,0,1,89334.57,0.52,1,0,1,4,Yes,Text,33.55,Social Media,0,0
75,163,7,Oceanview,2,Gold,0,0,57282.37,0.35,1,0,1,5,Partial,Text,24.34,Search Engine,0,1
61,66,14,Balcony,2,Gold,0,1,118747.28,0.61,1,1,1,3,No,Text,48.12,Friend,0,0
62,347,10,Oceanview,3,Silver,1,2,94179.48,0.43,1,0,1,6,No,Text,51.75,Search Engine,0,0
49,130,10,Balcony,4,Silver,1,1,113930.88,0.52,1,0,1,3,Yes,Email,31.85,Friend,0,0
62,206,10,Interior,4,Silver,1,3,11511.4,0.47,1,0,1,6,Partial,Text,28.75,Friend,0,0
78,276,5,Balcony,3,None,1,1,85482.37,0.09,1,0,0,1,No,Email,57.08,Friend,0,1
64,256,5,Interior,4,None,1,1,92441.94,0.6,0,0,1,4,Partial,Phone,64.67,Search Engine,0,0
38,266,7,Interior,4,Silver,1,1,84896.21,0.62,0,1,1,5,Yes,Phone,45.66,Friend,0,0
33,25,5,Interior,4,Platinum,1,1,85675.07,0.43,1,0,1,4,No,Phone,57.62,Friend,0,1
71,281,7,Interior,3,Silver,1,0,75366.03,0.6,1,0,1,4,Yes,Text,48.46,Friend,0,0
38,253,10,Oceanview,3,Silver,1,3,152721.05,0.37,0,0,1,2,No,Text,88.99,Search Engine,0,0
28,310,10,Balcony,2,Gold,1,0,92297.74,0.37,1,1,1,2,Partial,Email,48.76,Social Media,0,0
77,289,7,Interior,4,None,0,1,88674.21,0.54,1,1,1,4,Yes,Text,70.64,Friend,0,0
54,164,10,Balcony,3,Silver,1,3,113097.15,0.4,1,1,1,1,Yes,Phone,58.48,Friend,0,0
53,95,10,Balcony,3,None,1,2,68228.45,0.48,1,0,0,1,No,Text,41.87,Friend,0,0
52,270,7,Balcony,2,None,1,0,46366.51,0.36,1,1,1,3,Yes,Email,58.84,Friend,0,0
36,321,5,Interior,1,Silver,1,1,112215.38,0.31,1,1,0,4,No,Phone,49.14,Friend,1,0
37,110,7,Oceanview,3,Silver,0,0,74994.76,0.53,0,1,1,4,No,Phone,34.71,Social Media,0,0
74,336,10,Suite,2,None,1,3,125821.71,0.53,1,0,0,1,Partial,Email,51.38,Ad,0,0
35,310,7,Balcony,3,Silver,1,2,123940.33,0.5,0,1,1,2,Yes,Phone,43.55,Ad,0,0
64,238,7,Oceanview,2,Silver,1,3,15320.61,0.46,1,0,0,5,Partial,Email,49.26,Friend,0,0
58,25,3,Interior,3,Gold,0,2,87170.02,0.39,1,0,1,1,No,Email,48.95,Search Engine,0,1
66,141,10,Interior,2,Gold,1,3,117298.19,0.34,1,0,1,5,Yes,Text,46.67,Social Media,0,0
31,117,10,Oceanview,2,None,1,1,32342.24,0.33,0,1,0,2,Yes,Phone,35.69,Social Media,0,1
32,25,10,Balcony,4,Platinum,1,0,95981.79,0.41,1,1,0,3,Partial,Text,68.31,Social Media,0,0
48,79,14,Interior,4,Silver,1,2,104736.92,0.65,1,1,0,1,No,Text,48.91,Ad,1,0
18,68,10,Oceanview,3,Gold,1,3,83357.0,0.53,1,1,1,6,No,Email,53.32,Search Engine,0,0
70,173,14,Oceanview,3,Silver,1,3,83573.7,0.55,1,1,0,2,Yes,Email,47.03,Ad,0,0
71,12,14,Oceanview,2,None,1,1,120949.42,0.31,1,1,1,3,Yes,Text,43.91,Social Media,0,1
71,288,10,Balcony,5,None,1,1,40164.17,0.53,1,0,1,3,No,Email,52.98,Ad,1,0
20,128,7,Balcony,3,Silver,1,1,109933.3,0.55,0,0,0,1,No,Phone,71.09,Ad,0,0
33,96,3,Oceanview,2,Silver,1,0,98778.28,0.74,1,1,1,1,No,Phone,26.62,Friend,0,0
40,92,7,Balcony,6,Silver,1,2,124051.54,0.5,1,0,0,2,Partial,Text,33.64,Friend,0,0
74,141,7,Interior,7,None,1,2,56555.77,0.44,0,1,1,4,No,Phone,45.07,Friend,0,1
28,31,5,Interior,5,None,1,3,129301.38,0.39,1,1,0,3,Yes,Text,38.18,Social Media,0,0
29,334,5,Interior,4,None,0,1,43347.14,0.51,0,0,1,3,No,Phone,80.23,Friend,0,1
27,20,14,Interior,1,Silver,1,1,75088.0,0.47,1,1,1,2,No,Email,44.78,Social Media,0,0
49,146,10,Interior,2,None,1,0,50104.46,0.67,0,0,1,1,Partial,Phone,57.12,Friend,0,1
33,316,10,Interior,1,Silver,1,3,106742.04,0.64,1,0,0,4,No,Email,45.74,Social Media,0,0
25,160,7,Balcony,3,None,1,0,62142.01,0.35,1,0,0,1,No,Text,11.95,Ad,0,1
55,349,3,Interior,1,Gold,1,2,119041.68,0.5,1,1,1,2,No,Phone,43.9,Search Engine,0,0
29,43,3,Balcony,3,None,1,1,34356.66,0.87,1,1,0,5,Yes,Email,32.44,Social Media,0,1
41,254,5,Interior,3,None,1,1,71642.11,0.28,1,0,1,4,No,Email,54.96,Ad,0,1
45,130,3,Suite,4,Silver,0,0,138579.04,0.47,1,0,0,5,No,Text,45.52,Friend,0,0
70,60,3,Balcony,5,Silver,1,0,62178.65,0.61,1,0,0,4,No,Text,38.51,Ad,0,0
25,151,14,Interior,3,None,1,1,116780.21,0.46,0,0,1,2,No,Phone,48.29,Ad,0,1
75,287,10,Balcony,3,Platinum,0,1,105889.28,0.45,1,0,1,3,Partial,Phone,43.58,Search Engine,1,0
45,5,5,Oceanview,4,None,1,0,45776.33,0.43,1,1,1,4,Yes,Phone,65.32,Friend,0,0
53,266,3,Balcony,2,None,0,0,91340.99,0.34,1,1,1,1,Yes,Email,58.41,Social Media,1,1
43,345,7,Oceanview,3,None,1,3,130860.31,0.47,1,1,0,3,No,Text,75.98,Social Media,1,0
25,130,3,Balcony,3,None,1,0,72700.18,0.65,1,0,1,2,No,Phone,60.83,Social Media,0,1
75,267,14,Balcony,4,None,1,0,64301.94,0.31,1,0,1,0,No,Phone,57.34,Friend,0,0
77,178,7,Oceanview,4,None,0,3,94853.82,0.54,1,1,0,1,No,Email,58.96,Social Media,0,0
67,253,7,Interior,4,Gold,0,1,78556.88,0.66,1,1,1,3,No,Phone,61.01,Search Engine,0,0
45,56,5,Balcony,3,None,1,0,40121.04,0.5,1,0,1,3,Yes,Email,23.0,Ad,0,0
45,83,3,Oceanview,4,Silver,1,2,78345.81,0.44,1,0,1,3,Yes,Email,57.77,Friend,0,0
54,99,7,Oceanview,2,None,1,3,70440.66,0.6,1,1,1,2,No,Text,26.05,Social Media,0,0
58,149,10,Interior,3,None,1,2,80978.7,0.36,1,0,1,9,Yes,Email,21.32,Ad,0,0
53,329,7,Oceanview,3,None,0,1,12899.63,0.56,1,1,0,4,Yes,Text,33.32,Ad,0,1
44,156,3,Suite,1,Gold,1,1,95929.77,0.48,1,0,1,2,Yes,Email,53.81,Search Engine,0,0
71,190,7,Interior,4,Silver,1,2,35981.79,0.51,1,0,1,2,No,Text,30.5,Social Media,0,0
34,263,7,Oceanview,4,Gold,0,1,107400.8,0.75,1,1,1,6,Partial,Email,57.63,Friend,0,0
26,80,10,Balcony,5,None,0,1,117163.25,0.67,1,0,1,5,Partial,Phone,74.53,Ad,0,0
50,252,5,Balcony,1,Gold,1,0,25431.75,0.72,1,0,1,4,Partial,Text,45.38,Search Engine,0,0
70,97,5,Oceanview,1,Silver,1,1,123850.51,0.38,1,0,0,3,Yes,Text,53.05,Ad,0,0
37,260,7,Oceanview,3,None,0,0,81493.87,0.35,1,1,1,3,Partial,Email,39.46,Search Engine,0,0
30,260,7,Suite,2,None,1,0,117308.83,0.57,1,1,0,1,No,Phone,31.62,Search Engine,0,0
45,103,7,Balcony,5,None,1,1,112934.46,0.55,1,0,1,3,Partial,Phone,47.08,Ad,0,0
65,40,7,Interior,3,Silver,1,3,41641.6,0.2,1,1,1,3,Partial,Text,38.31,Ad,0,0
46,273,7,Interior,4,None,0,1,59407.43,0.55,1,0,1,4,No,Phone,43.08,Social Media,0,1
30,101,10,Oceanview,1,Silver,1,1,133426.37,0.81,1,0,1,3,Yes,Phone,39.04,Friend,0,0
63,359,7,Interior,3,Silver,1,2,47782.84,0.78,1,0,0,6,No,Email,29.9,Search Engine,0,0
52,308,14,Interior,2,Silver,1,1,95827.73,0.4,1,1,0,4,No,Phone,48.23,Search Engine,0,0
78,221,7,Balcony,2,None,0,2,62323.23,0.61,1,0,1,4,Yes,Phone,21.09,Ad,0,0
23,308,14,Interior,1,Silver,0,3,57880.47,0.37,1,0,0,5,Yes,Phone,57.58,Ad,0,1
35,124,10,Balcony,2,None,0,2,84439.62,0.49,0,0,0,1,No,Phone,24.65,Ad,0,0
68,231,5,Interior,2,None,1,0,150740.99,0.38,1,0,0,5,Yes,Email,41.1,Friend,0,0
22,178,10,Balcony,2,Silver,0,1,108042.71,0.32,1,1,1,1,Partial,Email,67.52,Ad,0,0
64,63,3,Balcony,1,None,0,0,53389.22,0.63,0,0,1,5,Yes,Phone,60.73,Search Engine,1,0
42,116,14,Interior,4,None,0,2,90863.5,0.54,1,0,1,3,No,Email,49.98,Search Engine,0,0
19,191,7,Oceanview,2,None,0,0,29217.66,0.57,1,0,1,0,Yes,Text,82.88,Search Engine,0,1
